id,text,normalized_text,orig_label,label,label_id
uit_001583,dự là sắp có án mạng xảy ra 😂,dự là sắp có án mạng xảy ra 😂,other,neutral,4
uit_005200,nhìn giống hai anh đang tỉnh tò với nhau ghê ( mình là hủ đừng ném đá nha 😅😅😅),nhìn giống hai anh đang tỉnh tò với nhau ghê ( mình là hủ đừng ném đá nha 😅😅😅),enjoyment,happiness,2
uit_003950,xem xong rồi mà có cảm thấy gì đâu ??,xem xong rồi mà có cảm thấy gì đâu ??,other,neutral,4
uit_000678,"per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không","per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không",sadness,sadness,3
uit_000723,buồn cười 😂😂,buồn cười 😂😂,enjoyment,happiness,2
uit_004158,tình yêu thật nghiêm túc . thì nên bắt đầu . không phí thanh xuân một người con gái lắm !!,tình yêu thật nghiêm túc . thì nên bắt đầu . không phí thanh xuân một người con gái lắm !!,other,neutral,4
uit_004455,"chị ấy cười với tao kìa chúng mày , hạnh phúc ghê 😊","chị ấy cười với tao kìa chúng mày , hạnh phúc ghê 😊",enjoyment,happiness,2
uit_004400,láo vãi,láo vãi,anger,anger,0
uit_002949,cười thấy đáng yêu ^^,cười thấy đáng yêu ^^,enjoyment,happiness,2
uit_004078,ra đường không cầm theo đá phong thủy rồi,ra đường không cầm theo đá phong thủy rồi,other,neutral,4
uit_000385,còn quá nhiều mảnh đời bất hạnh ☹️,còn quá nhiều mảnh đời bất hạnh ☹️,sadness,sadness,3
uit_003796,dễ thương vậy chời,dễ thương vậy chời,enjoyment,happiness,2
uit_004246,per hay xàm xàm mà zui hè,per hay xàm xàm mà zui hè,enjoyment,happiness,2
uit_001801,ngày xưa có 1 cái,ngày xưa có 1 cái,enjoyment,happiness,2
uit_001031,căng thẳg quá mà,căng thẳg quá mà,sadness,sadness,3
uit_002611,vỉa hè rộng thênh thang mà nhỉ,vỉa hè rộng thênh thang mà nhỉ,other,neutral,4
uit_003744,mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra,mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra,other,neutral,4
uit_001550,tau cố gắng chỉ được từng này 😦😦,tau cố gắng chỉ được từng này 😦😦,other,neutral,4
uit_000426,rồi có đi họp lớp không ?,rồi có đi họp lớp không ?,other,neutral,4
uit_000976,buồn hơn khi tôi còn là gái 🙄,buồn hơn khi tôi còn là gái 🙄,sadness,sadness,3
uit_000359,per thích quáaaaa,per thích quáaaaa,enjoyment,happiness,2
uit_002810,cái này chỉ sướng mấy anh đèo mấy em ngực bự đi đường này nẩy tâng tâng,cái này chỉ sướng mấy anh đèo mấy em ngực bự đi đường này nẩy tâng tâng,enjoyment,happiness,2
uit_003627,ấy thế mà đã 6 năm rồi . bây giờ còn không nhớ được những đứa nào đã học cùng mình nữa rồi 😪,ấy thế mà đã 6 năm rồi . bây giờ còn không nhớ được những đứa nào đã học cùng mình nữa rồi 😪,sadness,sadness,3
uit_001760,nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂😂😂,nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂😂😂,other,neutral,4
uit_000038,mày coi chừng có ngày tao dã dô mặt mày như dzầy,mày coi chừng có ngày tao dã dô mặt mày như dzầy,anger,anger,0
uit_000724,cãi tay đôi luôn hahhaa,cãi tay đôi luôn hahhaa,enjoyment,happiness,2
uit_002355,per tạo hóa thật đáng sợ :))))),per tạo hóa thật đáng sợ :))))),fear,fear,1
uit_005100,ừm ngồi đất đỡ mỏi châm,ừm ngồi đất đỡ mỏi châm,other,neutral,4
uit_004582,khi nào đón bé về nhà nhớ chụp đăng lên cho bọn tao coi dung nhan thằng bé nha :vv,khi nào đón bé về nhà nhớ chụp đăng lên cho bọn tao coi dung nhan thằng bé nha :vv,enjoyment,happiness,2
uit_001976,quay vào ô mất lượt :)),quay vào ô mất lượt :)),sadness,sadness,3
uit_001867,per đưa anh nè không cần năn nỉ . chỉ cần em cởi hết đồ ra thôi . đúng không,per đưa anh nè không cần năn nỉ . chỉ cần em cởi hết đồ ra thôi . đúng không,enjoyment,happiness,2
uit_003349,"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????","muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????",enjoyment,happiness,2
uit_002934,cảm giác thanh thản vãi,cảm giác thanh thản vãi,enjoyment,happiness,2
uit_004925,mong bé sớm được mua lại,mong bé sớm được mua lại,sadness,sadness,3
uit_004699,này ai chả muốn haiz,này ai chả muốn haiz,other,neutral,4
uit_003574,giận con mẹ mày nữa chứ giận :),giận con mẹ mày nữa chứ giận :),anger,anger,0
uit_004726,ai sai người ấy chịu . đường là để đi nhà là để bán hàng . việc ai lấy làm đừng bận tâm,ai sai người ấy chịu . đường là để đi nhà là để bán hàng . việc ai lấy làm đừng bận tâm,other,neutral,4
uit_000248,tao đang đi phân khối lớn đây . ai cũng kêu nhìn cá tính vãi 😁,tao đang đi phân khối lớn đây . ai cũng kêu nhìn cá tính vãi 😁,enjoyment,happiness,2
uit_004898,"cô ấy rất tốt , nhưng tôi biết thứ nào tốt đều không dành cho mình","cô ấy rất tốt , nhưng tôi biết thứ nào tốt đều không dành cho mình",sadness,sadness,3
uit_003799,đồng đội chơi tốt quá hahaaa,đồng đội chơi tốt quá hahaaa,enjoyment,happiness,2
uit_002069,nhờ mất bạn nên mình mới biết 😂😂😂😂,nhờ mất bạn nên mình mới biết 😂😂😂😂,enjoyment,happiness,2
uit_004337,địt cụ hỏi nhiều vãi,địt cụ hỏi nhiều vãi,anger,anger,0
uit_005012,hời ơi ... cưng xĩu,hời ơi ... cưng xĩu,enjoyment,happiness,2
uit_001796,ấm áp vãi .,ấm áp vãi .,enjoyment,happiness,2
uit_002430,per đúng là hồi tđ vẫn một rổ cười mỗi ngày ha =)))),per đúng là hồi tđ vẫn một rổ cười mỗi ngày ha =)))),enjoyment,happiness,2
uit_004997,có biết giận là gì đâu 😌🙂,có biết giận là gì đâu 😌🙂,other,neutral,4
uit_001843,đang thất tình mà dume cứ bắt đi bán xoài @@,đang thất tình mà dume cứ bắt đi bán xoài @@,sadness,sadness,3
uit_004648,quả nhiên chồng con nhà người ta đéo bao giờ làm tao thất vọng 😄,quả nhiên chồng con nhà người ta đéo bao giờ làm tao thất vọng 😄,enjoyment,happiness,2
uit_003096,cuộc sống mà,cuộc sống mà,other,neutral,4
uit_004566,cái bài hát dẫn đến mối tình đầu tiên,cái bài hát dẫn đến mối tình đầu tiên,other,neutral,4
uit_003688,dù đúng hay sai cũng đừng bao giờ cãi nhau với con gáo đến cuối cùng mày vẫn sai .,dù đúng hay sai cũng đừng bao giờ cãi nhau với con gáo đến cuối cùng mày vẫn sai .,other,neutral,4
uit_005235,nhìn đoạn ổng tránh nó cắn mà nhảy tưng tưng rất chi là điệu nghệ và mang trong đó cả sự tấu hài nữa 🤣🤣,nhìn đoạn ổng tránh nó cắn mà nhảy tưng tưng rất chi là điệu nghệ và mang trong đó cả sự tấu hài nữa 🤣🤣,enjoyment,happiness,2
uit_003420,nó mà nhập viện thì xong đời tao . n 😂😂,nó mà nhập viện thì xong đời tao . n 😂😂,enjoyment,happiness,2
uit_005002,muốn bảo vệ và chăm sóc người đấy,muốn bảo vệ và chăm sóc người đấy,enjoyment,happiness,2
uit_004399,bằng tuổi em các bạn đang ôn thi mà em phân vân không biết chọn trường nào :((,bằng tuổi em các bạn đang ôn thi mà em phân vân không biết chọn trường nào :((,sadness,sadness,3
uit_005049,"thôi xong 1 chiếc ôto . chắc tối nay ăn không ngon , nhậu không yên rồi .","thôi xong 1 chiếc ôto . chắc tối nay ăn không ngon , nhậu không yên rồi .",sadness,sadness,3
uit_000909,per bữa nào làm thử mày,per bữa nào làm thử mày,other,neutral,4
uit_001079,bóp dái thật mạnh xem còn dám sàm sỡ không,bóp dái thật mạnh xem còn dám sàm sỡ không,anger,anger,0
uit_001771,kiếp trước sống lỗi quá nên kiếp này nghiệp quật :((,kiếp trước sống lỗi quá nên kiếp này nghiệp quật :((,sadness,sadness,3
uit_003352,tao mà nhậu xong đi cái đường này xác định,tao mà nhậu xong đi cái đường này xác định,other,neutral,4
uit_003910,"bọn 6 múi yêu nhau hết rồi , tao bụng mỡ đây , tao vẫn thích con gái đây !!!!!","bọn 6 múi yêu nhau hết rồi , tao bụng mỡ đây , tao vẫn thích con gái đây !!!!!",enjoyment,happiness,2
uit_003829,k tiền cạp đất mà ăn ah @@,k tiền cạp đất mà ăn ah @@,other,neutral,4
uit_005163,tao thề tao rất sợ ma quỷ nên tao rất không dám xem phim,tao thề tao rất sợ ma quỷ nên tao rất không dám xem phim,fear,fear,1
uit_004844,"chỉ cần cho em nó 1 điểm tựa , em nó sẽ không ngán cả thế giới :))","chỉ cần cho em nó 1 điểm tựa , em nó sẽ không ngán cả thế giới :))",enjoyment,happiness,2
uit_000169,"đm cho tù mọt gông đi , cái thứ không não","đm cho tù mọt gông đi , cái thứ không não",anger,anger,0
uit_001158,per may cho bạn 😄😄😄,per may cho bạn 😄😄😄,enjoyment,happiness,2
uit_002333,lò vi sóng đó hjhj,lò vi sóng đó hjhj,enjoyment,happiness,2
uit_000088,1 cái xe cup này ngày xưa bằng mấy cái nhà liền,1 cái xe cup này ngày xưa bằng mấy cái nhà liền,other,neutral,4
uit_000767,tao thầy mày cười hí hửng vại mà ?,tao thầy mày cười hí hửng vại mà ?,enjoyment,happiness,2
uit_002734,đáng yêu phết nhể,đáng yêu phết nhể,enjoyment,happiness,2
uit_003928,vậy thì các bác chưa biết rồi,vậy thì các bác chưa biết rồi,other,neutral,4
uit_001375,có gặp cũng đéo dám ngẩng đầu lên nhìn,có gặp cũng đéo dám ngẩng đầu lên nhìn,sadness,sadness,3
uit_000812,và cuối cùng là được đối xử như một thằng con trai luôn ..,và cuối cùng là được đối xử như một thằng con trai luôn ..,sadness,sadness,3
uit_002962,loại cửa đó :))) cái khung sắt cứng không tả nổi . đen lắm bung cả cửa ra thôi .,loại cửa đó :))) cái khung sắt cứng không tả nổi . đen lắm bung cả cửa ra thôi .,other,neutral,4
uit_003535,tận cùng của tan vỡ,tận cùng của tan vỡ,sadness,sadness,3
uit_002320,"đéo biết ong rừng thật không nhưng đổ mà bắt em dọn thế à , xách mông xuống dọn đi .","đéo biết ong rừng thật không nhưng đổ mà bắt em dọn thế à , xách mông xuống dọn đi .",anger,anger,0
uit_002926,đồng nghiệp nhắng nhít nhất hệ mặt trời =))),đồng nghiệp nhắng nhít nhất hệ mặt trời =))),enjoyment,happiness,2
uit_003793,chỉ những người độc thân thôi,chỉ những người độc thân thôi,sadness,sadness,3
uit_000640,ngày chủ nhiệm cu nhà mình cô nhẹ nhàng nết na lắm mà ! giờ thì sao cô lại hành xử như vậy chứ ! thật buồn !,ngày chủ nhiệm cu nhà mình cô nhẹ nhàng nết na lắm mà ! giờ thì sao cô lại hành xử như vậy chứ ! thật buồn !,sadness,sadness,3
uit_003366,per sợ ghê bây .,per sợ ghê bây .,fear,fear,1
uit_003913,cám ơn đã cho tôi cuộc sống này,cám ơn đã cho tôi cuộc sống này,enjoyment,happiness,2
uit_000336,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,sadness,sadness,3
uit_001647,có đứa nào giống tao vào đọc bình luận để biết cái này là cái gì không .?,có đứa nào giống tao vào đọc bình luận để biết cái này là cái gì không .?,other,neutral,4
uit_000037,"thu trăm tỷ phạt 5tr , lại qua tỉnh khác hành nghề ha ha","thu trăm tỷ phạt 5tr , lại qua tỉnh khác hành nghề ha ha",other,neutral,4
uit_000389,hãy xử tù chung thân bọn người mất nhân tính gây ra nghiệp chướng này,hãy xử tù chung thân bọn người mất nhân tính gây ra nghiệp chướng này,anger,anger,0
uit_004785,nào thức tỉnh đi các bạn ơi 😃,nào thức tỉnh đi các bạn ơi 😃,other,neutral,4
uit_000664,cái quần tà lỏn xanhhhh,cái quần tà lỏn xanhhhh,other,neutral,4
uit_001515,diễn viên có cá tính hay nhât từng xem,diễn viên có cá tính hay nhât từng xem,enjoyment,happiness,2
uit_002718,nhiều lúc em di từ từ chưa kịp đỗ đã có n ra bảo không được đỗ ở đây chán qúa,nhiều lúc em di từ từ chưa kịp đỗ đã có n ra bảo không được đỗ ở đây chán qúa,sadness,sadness,3
uit_000415,kiểu cá tính nét đẹp mang nàn gió mới . chứ không phải nét đẹp công nghiệp đại trà .!,kiểu cá tính nét đẹp mang nàn gió mới . chứ không phải nét đẹp công nghiệp đại trà .!,other,neutral,4
uit_001399,cao su không thu mà đồi cao su đắt vậy,cao su không thu mà đồi cao su đắt vậy,other,neutral,4
uit_002794,"tháng 10 đến rồi , nghe bài này quá chuẩn","tháng 10 đến rồi , nghe bài này quá chuẩn",other,neutral,4
uit_004637,đồ má một lũ óc chó này .. cả nước họ quá bức súc tụi may lũ chúng may phải đưa ra tử hình hết lượt sống trật đất xã hội,đồ má một lũ óc chó này .. cả nước họ quá bức súc tụi may lũ chúng may phải đưa ra tử hình hết lượt sống trật đất xã hội,anger,anger,0
uit_000063,ghét nhất mấy loại bép xép thế thôi . nhanh gọn lẹ 😂😂😂,ghét nhất mấy loại bép xép thế thôi . nhanh gọn lẹ 😂😂😂,enjoyment,happiness,2
uit_004712,bướng tao đập chết cụ mày,bướng tao đập chết cụ mày,anger,anger,0
uit_000514,"hiện tại mình cần tìm người yêu , bạn nữ nào chưa có chồng hay chưa người yêu thì bình luận bên dưới để mình lựa một bạn may mắn nhất nhé :)))","hiện tại mình cần tìm người yêu , bạn nữ nào chưa có chồng hay chưa người yêu thì bình luận bên dưới để mình lựa một bạn may mắn nhất nhé :)))",enjoyment,happiness,2
uit_003824,"má , sờ mông có cái mà táng bố ..??","má , sờ mông có cái mà táng bố ..??",anger,anger,0
uit_001646,"gặp tao , tao ré cái hoảng mất :(( đáng sợ qué","gặp tao , tao ré cái hoảng mất :(( đáng sợ qué",fear,fear,1
uit_003650,ngửi mùi hoa sữa xong chia tay :),ngửi mùi hoa sữa xong chia tay :),other,neutral,4
uit_003893,"per nhà giáo áp lực quá nhỉ , giống làm dâu trăm họ .","per nhà giáo áp lực quá nhỉ , giống làm dâu trăm họ .",fear,fear,1
uit_004359,ủa xây cầu ngắt khúc để troll nhau à,ủa xây cầu ngắt khúc để troll nhau à,anger,anger,0
uit_000919,những người thả phẫn nộ xứng đáng là thiên thần . dăm ba cái yêu đương vớ vẩn . ahuhuhu,những người thả phẫn nộ xứng đáng là thiên thần . dăm ba cái yêu đương vớ vẩn . ahuhuhu,sadness,sadness,3
uit_003042,"cùng cười cùng khóc cùng vượt qua khó khăn , đau khổ nhưng cuối cùng lại là con số 0 :)","cùng cười cùng khóc cùng vượt qua khó khăn , đau khổ nhưng cuối cùng lại là con số 0 :)",sadness,sadness,3
uit_002749,21 năm chưa crush ai thì có gọi là ế thâm niêm không hả các bác,21 năm chưa crush ai thì có gọi là ế thâm niêm không hả các bác,sadness,sadness,3
uit_003641,cực phẩm luôn kìa,cực phẩm luôn kìa,enjoyment,happiness,2
uit_000345,tô ́ tao nhất là chết luôn đi ko chết sau này lại ngáo kéo theo người kha ́ c thì khổ .,tô ́ tao nhất là chết luôn đi ko chết sau này lại ngáo kéo theo người kha ́ c thì khổ .,anger,anger,0
uit_004536,liên quan à . cr mày đéo thương mày đâu . nó có crush mới rồi . 🙂,liên quan à . cr mày đéo thương mày đâu . nó có crush mới rồi . 🙂,sadness,sadness,3
uit_003040,nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..,nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..,fear,fear,1
uit_002239,em vợ tao đấy :)),em vợ tao đấy :)),enjoyment,happiness,2
uit_004415,phim này mới ra được có tập 1 thôi . hay phết,phim này mới ra được có tập 1 thôi . hay phết,enjoyment,happiness,2
uit_000210,con gái chả thế :)))) con trai đi dume mày có nhận hàng không,con gái chả thế :)))) con trai đi dume mày có nhận hàng không,enjoyment,happiness,2
uit_004631,"thôi em sợ lắm , tha em bác","thôi em sợ lắm , tha em bác",fear,fear,1
uit_004181,"đang học sử buồn ngủ , xem cái này tỉnh rụi liền =))","đang học sử buồn ngủ , xem cái này tỉnh rụi liền =))",enjoyment,happiness,2
uit_003747,áp dụng với đứa yêu mày thôi nha,áp dụng với đứa yêu mày thôi nha,other,neutral,4
uit_001791,mình còn chưa được nắm tay,mình còn chưa được nắm tay,sadness,sadness,3
uit_000729,thế giới này thật đáng sợ :3 trả đĩa bay cho tôi về đi :3,thế giới này thật đáng sợ :3 trả đĩa bay cho tôi về đi :3,fear,fear,1
uit_004602,chưa kịp đặt chân đến chiêm ngưỡng nó ...,chưa kịp đặt chân đến chiêm ngưỡng nó ...,sadness,sadness,3
uit_003970,ơ ̉ viê ̣ tao nam sao được như vâ ̣ y,ơ ̉ viê ̣ tao nam sao được như vâ ̣ y,other,neutral,4
uit_004452,"ôi trời ơi , buồn cười quá đi mất 😂😂😂😂😂😂","ôi trời ơi , buồn cười quá đi mất 😂😂😂😂😂😂",enjoyment,happiness,2
uit_003037,công tình yêu làm ăn kiểu lồn gì vậy .,công tình yêu làm ăn kiểu lồn gì vậy .,anger,anger,0
uit_000343,mới ra mà nắm bắt nhanh thế,mới ra mà nắm bắt nhanh thế,other,neutral,4
uit_004431,câu chuyện mọc sừng được bắt nguồn từ đó 😀,câu chuyện mọc sừng được bắt nguồn từ đó 😀,enjoyment,happiness,2
uit_000431,"nhà em trong ngõ bác ơi , bác cho ô tô vào vừa thì em cho bác đỗ luôn","nhà em trong ngõ bác ơi , bác cho ô tô vào vừa thì em cho bác đỗ luôn",other,neutral,4
uit_001865,hồi đó cấp 2 mà bán đồ lời mấy chục là mừng quýnh lên rồi =))),hồi đó cấp 2 mà bán đồ lời mấy chục là mừng quýnh lên rồi =))),enjoyment,happiness,2
uit_003610,thất vọng và áp lực tích tụ hằng ngày với tao,thất vọng và áp lực tích tụ hằng ngày với tao,sadness,sadness,3
uit_003376,khuôn mặt đáng thương,khuôn mặt đáng thương,sadness,sadness,3
uit_003003,tuổi trẻ tài cao :)),tuổi trẻ tài cao :)),enjoyment,happiness,2
uit_003054,mình toàn làm ba mẹ buồn,mình toàn làm ba mẹ buồn,sadness,sadness,3
uit_000926,thế theo mấy bác lớp 5 thì viết chữ như thế nào ạ,thế theo mấy bác lớp 5 thì viết chữ như thế nào ạ,other,neutral,4
uit_005175,per đợi rụng răng rồi anh tặng quà cho em luôn háy . hhha,per đợi rụng răng rồi anh tặng quà cho em luôn háy . hhha,enjoyment,happiness,2
uit_002897,tự bỏ tiền ra trồng tự cạo mủ cho chắc củ,tự bỏ tiền ra trồng tự cạo mủ cho chắc củ,other,neutral,4
uit_002035,chỗ tao cũng có cây tình yêu < 3,chỗ tao cũng có cây tình yêu < 3,enjoyment,happiness,2
uit_002251,nó sale còn 225k là được rồi :))) lời quá còn gì . mẹ mày per bình luận chi để nó nhận ra chi v 😂,nó sale còn 225k là được rồi :))) lời quá còn gì . mẹ mày per bình luận chi để nó nhận ra chi v 😂,anger,anger,0
uit_001175,năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️,năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️,sadness,sadness,3
uit_004526,có con cục gạch kia xong chả biết từ đâu đâu lôi ra con ai phôn chơi :))) vô lí vãi :)) hư cấu 🙃,có con cục gạch kia xong chả biết từ đâu đâu lôi ra con ai phôn chơi :))) vô lí vãi :)) hư cấu 🙃,anger,anger,0
uit_001457,hôm ấy tao chân ướt chân ráo từ quận 6 lên quận 3 cũng rẽ trái đoạn ntmk và cmt8 . mất 3 lít :( khôn hẳn ra,hôm ấy tao chân ướt chân ráo từ quận 6 lên quận 3 cũng rẽ trái đoạn ntmk và cmt8 . mất 3 lít :( khôn hẳn ra,sadness,sadness,3
uit_000685,tiếc cho mối tình ấy ....,tiếc cho mối tình ấy ....,sadness,sadness,3
uit_004913,có ai chỉ tự yêu bản thân như tôi không :(,có ai chỉ tự yêu bản thân như tôi không :(,sadness,sadness,3
uit_004215,per cố đợi đi nha để em mua bảo hiểm cho anh 🙂,per cố đợi đi nha để em mua bảo hiểm cho anh 🙂,enjoyment,happiness,2
uit_000749,nhìn thôi đã đau lòng,nhìn thôi đã đau lòng,sadness,sadness,3
uit_003929,họ hành động quá đẹp,họ hành động quá đẹp,enjoyment,happiness,2
uit_001130,per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???,per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???,anger,anger,0
uit_000012,nếu thấy phụ nữ quá phức tạp để hiểu và chinh phục thì đây là cách giải quyết vấn đề,nếu thấy phụ nữ quá phức tạp để hiểu và chinh phục thì đây là cách giải quyết vấn đề,other,neutral,4
uit_003240,dume đêm ròii =))) tao cười vãi tí hàng xóm qua đánh bỏ mẹ,dume đêm ròii =))) tao cười vãi tí hàng xóm qua đánh bỏ mẹ,fear,fear,1
uit_005052,nó cười mà muốn rụng tim 😂💔,nó cười mà muốn rụng tim 😂💔,enjoyment,happiness,2
uit_003654,hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :)))))),hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :)))))),enjoyment,happiness,2
uit_001165,"mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑","mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑",sadness,sadness,3
uit_003277,ai biết bài nhạc đoạn này không ?,ai biết bài nhạc đoạn này không ?,other,neutral,4
uit_002931,an toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn tránh ấy nhỉ ..,an toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn tránh ấy nhỉ ..,other,neutral,4
uit_001475,anh vui thì anh ngồi thôi ... chú cự để mặc anh . :v,anh vui thì anh ngồi thôi ... chú cự để mặc anh . :v,enjoyment,happiness,2
uit_002542,"cưng vậy trời , anh cho em xin ảnh nha ạ","cưng vậy trời , anh cho em xin ảnh nha ạ",enjoyment,happiness,2
uit_005067,rất có thể nó đang pr trá hình để bán hàng,rất có thể nó đang pr trá hình để bán hàng,other,neutral,4
uit_000007,công nhận sáng tạo thật đấy,công nhận sáng tạo thật đấy,enjoyment,happiness,2
uit_001912,cũng sợ mấy con ngoe nguẩy như giòi 😰,cũng sợ mấy con ngoe nguẩy như giòi 😰,fear,fear,1
uit_003775,và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀,và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀,enjoyment,happiness,2
uit_001689,add cứ khoe đi . mai lại chặt hết như nguyễn trãi mà 😂😂😂,add cứ khoe đi . mai lại chặt hết như nguyễn trãi mà 😂😂😂,enjoyment,happiness,2
uit_004975,không nha cậu :) mình đi bình thường nha =)),không nha cậu :) mình đi bình thường nha =)),enjoyment,happiness,2
uit_001806,cần lắm những nhà tuyển dụng như vầy :)))),cần lắm những nhà tuyển dụng như vầy :)))),enjoyment,happiness,2
uit_002101,cơ mà tao bị thần kinh thật,cơ mà tao bị thần kinh thật,sadness,sadness,3
uit_000492,chỉ đi đường quen thôi ! đường nào lạ chỉ ngồi sau thôi =)),chỉ đi đường quen thôi ! đường nào lạ chỉ ngồi sau thôi =)),other,neutral,4
uit_000072,"có những con người luôn phải chịu đắng cay , cta không được chọn gia đình , bạn bè và càng không có quyền lựa chọn cuộc sống này . hãy vui lên với tất cả những gì ta đang có dù là hai bàn tay trắng","có những con người luôn phải chịu đắng cay , cta không được chọn gia đình , bạn bè và càng không có quyền lựa chọn cuộc sống này . hãy vui lên với tất cả những gì ta đang có dù là hai bàn tay trắng",sadness,sadness,3
uit_003866,má . đang định đi chụp :((,má . đang định đi chụp :((,fear,fear,1
uit_003619,"per hồi nhỏ bị ngỗng dí riết ám ảnh , giờ mà bị dí chắc cầm cổ quay thấy moẹ nó luôn hehe","per hồi nhỏ bị ngỗng dí riết ám ảnh , giờ mà bị dí chắc cầm cổ quay thấy moẹ nó luôn hehe",enjoyment,happiness,2
uit_004734,đụ má nó quá đáng,đụ má nó quá đáng,anger,anger,0
uit_000143,"con gấu trúc , cho nó ăn trúc đi =))) tướng ngồi nhìn cưng vãi","con gấu trúc , cho nó ăn trúc đi =))) tướng ngồi nhìn cưng vãi",enjoyment,happiness,2
uit_002167,đậu xanh tao giỡn mặt với mày hả,đậu xanh tao giỡn mặt với mày hả,anger,anger,0
uit_001981,đối với thế giới này bà lão chỉ là một ai đó . nhưng đối với ông lão đó bà lão là cả thế giới 😊,đối với thế giới này bà lão chỉ là một ai đó . nhưng đối với ông lão đó bà lão là cả thế giới 😊,enjoyment,happiness,2
uit_003369,đáng yêu quá mức,đáng yêu quá mức,enjoyment,happiness,2
uit_003343,có bao giờ con sóng không xô vào bờ đâu em ....,có bao giờ con sóng không xô vào bờ đâu em ....,other,neutral,4
uit_002360,vừa thấy thương vừa buồn cười vãi :))))))),vừa thấy thương vừa buồn cười vãi :))))))),enjoyment,happiness,2
uit_003710,việt nam cái gì cũng có thể ăn được,việt nam cái gì cũng có thể ăn được,other,neutral,4
uit_003174,buồn nhất là crush cũng chả có để mà thả 😞,buồn nhất là crush cũng chả có để mà thả 😞,sadness,sadness,3
uit_001933,per giống súp lơ của bạn mình,per giống súp lơ của bạn mình,other,neutral,4
uit_004133,"mới đầu mày sẽ thấy vui , từ từ nó quậy cho mày ????","mới đầu mày sẽ thấy vui , từ từ nó quậy cho mày ????",fear,fear,1
uit_001443,ra xã hội rồi mới biết mình còn may mắn hơn rất nhiều người vậy nên hãy trân trọng những gì mình có 😊,ra xã hội rồi mới biết mình còn may mắn hơn rất nhiều người vậy nên hãy trân trọng những gì mình có 😊,enjoyment,happiness,2
uit_000770,ngôn tình từ anh mà ra,ngôn tình từ anh mà ra,enjoyment,happiness,2
uit_000090,em chưa có người yêu . có ai yêu em không . em cô đơn quá,em chưa có người yêu . có ai yêu em không . em cô đơn quá,sadness,sadness,3
uit_003056,thằng quay đáng bị đạp cho lăn con cụ ra mới biết sợ =)) cứ tưởng thế là vui 🙂 súc vật,thằng quay đáng bị đạp cho lăn con cụ ra mới biết sợ =)) cứ tưởng thế là vui 🙂 súc vật,anger,anger,0
uit_001859,"ước mơ của tao , thích vẽ lắm luôn , nhưng mỗi tội vẽ xong cho lên màu thì lại tệ 🙄","ước mơ của tao , thích vẽ lắm luôn , nhưng mỗi tội vẽ xong cho lên màu thì lại tệ 🙄",sadness,sadness,3
uit_004645,vì nếu không có kẻ yếu thì chúng ta không biết mình rất mạnh,vì nếu không có kẻ yếu thì chúng ta không biết mình rất mạnh,other,neutral,4
uit_002212,per hèn gì thấy ngày nào anh cũng đi tập 😂😂😂,per hèn gì thấy ngày nào anh cũng đi tập 😂😂😂,other,neutral,4
uit_004515,riêng đéo gì tối nay mà khóc với lóc,riêng đéo gì tối nay mà khóc với lóc,anger,anger,0
uit_000552,não bằng đá . không cần phải đội nón,não bằng đá . không cần phải đội nón,other,neutral,4
